bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,totrms_abvgrd,saleprice,ms_subclass_120,ms_subclass_150,ms_subclass_160,ms_subclass_180,ms_subclass_190,ms_subclass_20,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_zoning_A (agr),ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,land_contour_Bnk,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_Corner,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,bldg_type_1Fam,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Fin,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Flat,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,exterior_1st_AsbShng,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsbShng,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_NA,mas_vnr_type_None,mas_vnr_type_Stone,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,central_air_N,central_air_Y,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_NA,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD ,mo_sold_1,mo_sold_2,mo_sold_3,mo_sold_4,mo_sold_5,mo_sold_6,mo_sold_7,mo_sold_8,mo_sold_9,mo_sold_10,mo_sold_11,mo_sold_12,lot_frontage,lot_area,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,gr_liv_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,property_age,age_remod_add,1st_flr_sf_total_bsmt_sf,bsmtfin_sf_1_total_bsmt_sf,gr_liv_area_2nd_flr_sf,gr_liv_area_1st_flr_sf,lot_shape,overall_qual,overall_cond,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating_qc,electrical,kitchen_qual,fireplace_qu,garage_finish,garage_cond
1.0,0.0,1,1,6,140000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7923071882771369,-0.6345367644102745,-0.5751575240619798,-0.23265291972638258,-0.291011117546955,-0.5281507263990158,-0.9036252642814036,-1.2951889962319045,0.7872257831847819,-0.32382105191216054,-0.11813620324427161,-0.7335388092980959,-0.7290856909630858,0.8192040824185831,-0.29884695936501415,1.418381058557534,2.0924120370727612,-0.9154586703180276,-0.4477681801183282,0.26566678158655194,-0.8363439538278991,-1.0295514442199645,0.6391203196078301,0.42139781861640224,-0.7142140076703146,-0.2345893226556489,-0.5603232365527046,0.13382053477389344,-0.6320516111936937,-0.2564692049554199,-0.3267729774335615,-0.18029743746595006,-2.25827918306207,0.7165782056817386,1.2287918605329906,-0.8347422959819606,0.25242898753770093
0.0,0.0,2,0,6,202500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3048851873155409,-0.45623023293814147,-0.031218587671048344,-0.9943070480200984,-0.291011117546955,1.7829800425758247,0.7220249639705411,0.5315260645310942,-0.7751890389592982,-0.2752004014264493,-0.03410822349771878,0.2758730386130896,-0.18818005960865408,-0.3698878635780842,-0.29884695936501415,-1.141133769491047,-0.48449399289529693,0.5111535199315851,-0.7527364583717288,-0.6539784326360571,0.016230366293348075,-1.0295514442199645,0.6391203196078301,-0.5051117476838214,0.9886717922772483,-0.2345893226556489,0.5521730803846653,0.13382053477389344,-0.6320516111936937,-1.1962825331813214,-0.3267729774335615,0.8595870786228755,0.28228489788275885,0.7165782056817386,1.2287918605329906,0.2841675901215185,0.25242898753770093
0.0,0.0,1,1,7,143500,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4078378548118906,-0.2797707013936082,0.2812569715322527,-0.9943070480200984,-0.291011117546955,0.19743684060471317,-0.9316537164926441,0.31368504435389755,-0.7751890389592982,-0.443346817689534,0.2179757157419397,0.3217553953363253,-0.7290856909630858,-0.3698878635780842,-0.29884695936501415,-0.17716065243378928,-0.5274424267280978,-0.5170514137052998,-0.7527364583717288,-0.6539784326360571,-0.17766051867548094,0.7234685824248395,-0.0135474381961759,-0.5051117476838214,-0.7142140076703146,-0.2345893226556489,-0.5603232365527046,0.13382053477389344,-0.6320516111936937,-1.1962825331813214,-0.3267729774335615,0.8595870786228755,0.28228489788275885,-0.7999012528540335,0.677350472162295,0.2841675901215185,0.25242898753770093
0.0,0.0,2,1,8,192000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7796933550522896,-0.02289563453973048,1.1550312204155575,-0.10571056501076327,-0.291011117546955,0.4392993629392895,0.23619845897570704,-0.024887143632347924,1.2382800621966146,1.0497123243091815,0.1106066305102333,1.4688143134172178,1.079084562421729,-0.3698878635780842,-0.29884695936501415,-0.14392020012147005,-0.5274424267280978,-0.0218406265134866,-0.13856423133363047,1.1290194057006955,0.42656240014706254,0.7234685824248395,0.6391203196078301,-0.5051117476838214,-0.7142140076703146,-0.2345893226556489,0.5521730803846653,0.13382053477389344,-0.6320516111936937,0.2134374591575308,-0.3267729774335615,0.8595870786228755,0.28228489788275885,-0.7999012528540335,0.677350472162295,1.4030774762249976,0.25242898753770093
1.0,0.0,1,0,6,140000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531789688225357,0.030667363360663273,0.03243384105555002,0.16857559428548557,-0.291011117546955,-1.1126518220409087,-1.0998244297600865,-0.18498717050956476,-0.7751890389592982,-0.8282603007014145,-1.0144346538741684,-0.7335388092980959,-0.7290856909630858,-0.3698878635780842,-0.29884695936501415,0.42116748918795693,-0.5274424267280978,-0.7222655742702797,-0.3453178991425765,-0.6539784326360571,-0.5758342532651225,0.7234685824248395,-0.0135474381961759,-0.5051117476838214,-0.7142140076703146,-2.94062672061306,-0.5603232365527046,0.13382053477389344,2.2095784138802412,0.6833441232704814,-0.3267729774335615,-1.2201819535547758,0.28228489788275885,-0.7999012528540335,-0.9769736929497913,0.2841675901215185,0.25242898753770093
1.0,0.0,1,0,5,113000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.531789688225357,-0.1656829366349446,0.5821593618761723,1.1705134654337666,-0.291011117546955,-0.6961108113535828,0.36699790262816234,0.13258829264032437,-0.7751890389592982,-0.5831311878359537,-0.6783227348879571,-0.7335388092980959,-0.7290856909630858,-0.3698878635780842,-0.29884695936501415,0.15524387068940307,-0.5274424267280978,0.11651214010008301,0.8157582720443576,-0.6539784326360571,-0.3296119631787977,0.7234685824248395,-0.0135474381961759,-0.5051117476838214,-0.7142140076703146,-0.2345893226556489,-0.5603232365527046,0.13382053477389344,1.262368405522263,0.2134374591575308,-0.3267729774335615,-1.2201819535547758,0.28228489788275885,-0.7999012528540335,-0.9769736929497913,-0.8347422959819606,0.25242898753770093
0.0,0.0,2,0,6,172500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14994539554870792,-0.887149523738922,-0.15852344512424507,-0.9943070480200984,-0.291011117546955,1.53663858464246,0.46509748536750384,0.242821098031195,-0.7751890389592982,-0.4980450494859591,0.7781622473856252,0.367637752059561,-0.4818145452010599,-0.3698878635780842,-0.29884695936501415,-1.141133769491047,-0.48449399289529693,0.22091574858023344,-0.7527364583717288,-0.6539784326360571,-0.23811829574460824,0.7234685824248395,0.6391203196078301,-0.5051117476838214,0.9886717922772483,-0.2345893226556489,1.6646693973220352,0.13382053477389344,1.262368405522263,-1.1962825331813214,-0.3267729774335615,0.8595870786228755,0.28228489788275885,0.7165782056817386,1.2287918605329906,1.4030774762249976,0.25242898753770093
0.0,0.0,2,1,8,176000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.21192131225544109,-0.30363962353489776,-0.5751575240619798,-0.9943070480200984,-0.291011117546955,0.3497206509635205,-0.7728258206289483,-1.1482119223774103,0.9174270183634552,-0.0969246829788415,-0.3795565846779915,0.03116713608916586,-0.3581789723200469,-0.3698878635780842,-0.29884695936501415,-1.0746528648664087,-0.5274424267280978,-0.836684726975419,-0.7527364583717288,0.4253274090557549,-0.6982775195429459,-1.0295514442199645,-0.0135474381961759,-0.5051117476838214,-0.7142140076703146,-0.2345893226556489,0.5521730803846653,0.13382053477389344,-0.6320516111936937,-1.1962825331813214,-0.3267729774335615,0.8595870786228755,0.28228489788275885,0.7165782056817386,-0.9769736929497913,1.4030774762249976,0.25242898753770093
0.0,0.0,2,0,7,248328,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7796933550522896,-0.0450596336709279,-0.5751575240619798,-0.9943070480200984,-0.291011117546955,2.5018492061813706,1.4717860606212225,1.374019648589891,-0.7751890389592982,0.3751007988199383,2.206637903077023,-0.7335388092980959,0.13636331920400496,-0.3698878635780842,-0.29884695936501415,-1.1743742218033664,-0.5274424267280978,1.4971309979962786,-0.7527364583717288,-0.6539784326360571,0.8802876224446339,0.7234685824248395,0.6391203196078301,0.42139781861640224,0.9886717922772483,-0.2345893226556489,0.5521730803846653,0.13382053477389344,1.262368405522263,-1.1962825331813214,-0.3267729774335615,0.8595870786228755,0.28228489788275885,0.7165782056817386,-0.9769736929497913,0.2841675901215185,0.25242898753770093
1.0,0.0,1,0,4,140000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06697031292485817,-0.42142138814876096,0.46642767328235707,1.1274437379409672,-0.291011117546955,-1.2806119069954756,-0.28699931563411424,-0.6022970766321464,-0.7751890389592982,-1.1503721101692514,0.8901995537143623,-0.3588328960583376,-0.7290856909630858,-0.3698878635780842,-0.29884695936501415,-0.276882009370747,-0.5274424267280978,-0.488921881590253,0.430571580463532,-0.6539784326360571,-0.860181546359546,0.7234685824248395,-0.6662151960001819,-0.5051117476838214,-0.7142140076703146,-0.2345893226556489,0.5521730803846653,0.13382053477389344,2.2095784138802412,1.1532507873834321,-0.3267729774335615,-1.2201819535547758,0.28228489788275885,-0.7999012528540335,-0.9769736929497913,-0.8347422959819606,0.25242898753770093
